#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18976
#Date Time: 2018-11-02 16:39:18.060
#Start: 1 Hz
#Stop: 1e+07 Hz
#Steps: 100
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 5.45285 V
#Offset: -3.72698e-05 V
#Relative: no
#Channel: Channel 2
#Range: 5.47492 V
#Offset: 0.000104841 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
2477.0763559917114,-3.0427632725496609,-12.248279103775452,35.163699281936545
2915.0530628251818,-2.9114471787089027,-12.055317540674249,32.327708795195647
3430.4692863149194,-2.7696531555764285,-11.836311047194775,29.331989170447113
4037.0172585965538,-2.6231970881890025,-11.589580048584056,26.134541454095569
4750.8101621028036,-2.4833445382276698,-11.330579979604135,22.836052719969139
5590.810182512223,-2.3428556507011478,-11.216194762800837,19.943800469507991
6579.3322465756755,-2.2082080777770714,-11.095114055622412,16.861232283400405
7742.6368268112774,-2.0962585811228891,-10.98589564745726,13.741598868858105
9111.6275611548863,-1.968007530265901,-10.906435548180527,10.639537147013247
10722.672220103243,-1.8478941622851963,-10.834161382515255,7.5452860577315306
12618.568830660211,-1.7495356594265929,-10.810621129001095,4.5573575793360419
14849.682622544635,-1.6396315140535458,-10.796773765593324,1.5099393421856817
17475.284000076848,-1.5461156429150962,-10.776996350779324,-1.661135705765048
20565.123083486516,-1.4650699132930147,-10.818746301843165,-4.6589642707902499
24201.282647943837,-1.3889503872899129,-10.847738494316602,-7.7548287577615369
28480.35868435802,-1.3231156762211873,-10.891398632516015,-10.824751647794301
33516.026509388445,-1.2656264181861279,-10.954042850142367,-13.8616496922495
39442.060594376555,-1.1916748371953094,-11.027067225002284,-16.88974399408319
46415.888336127769,-1.1334814695800279,-11.143519974490818,-19.834927742488759
54622.772176843428,-1.0745162067082223,-11.290620915037195,-22.67614106391909
64280.731172843189,-1.0192492609833863,-11.495539891661082,-25.407503372700852
75646.332755462907,-0.97020117428095864,-11.755385381926066,-27.941091024737105
89021.508544503828,-0.90931525580793438,-12.107148717054212,-30.336305067294802
104761.57527896641,-0.85515894621633115,-12.540128372676536,-32.435839316716198
123284.67394420666,-0.80802736708659662,-13.05708751101311,-34.257598419415785
145082.87784959387,-0.75932173857436802,-13.640254003705937,-35.658963919852951
170735.26474706922,-0.71634854067784892,-14.350027500873541,-36.294287619537037
200923.30025650471,-0.68694230266574852,-15.074536180498379,-36.347681037875446
236448.94126454048,-0.64239168232746391,-15.822946005629024,-35.649450424456049
278255.94022071263,-0.6077567100490906,-16.600151864243372,-34.154755410558863
327454.91628777271,-0.57517872553119065,-17.313792244825041,-32.169231651320054
385352.85937105311,-0.55684639338038278,-17.98830173337365,-29.557932222688208
453487.8508128582,-0.52652547521740101,-18.575724320234336,-26.767665304509379
533669.92312063125,-0.51150533990525893,-19.066362008701393,-24.134614292591337
628029.14418342523,-0.50689044444732634,-19.496192605696613,-21.735769111777785
739072.20335257752,-0.50024708192895029,-19.858907980320804,-19.787684881456315
869749.00261778338,-0.49044608594391315,-20.192846870219348,-18.307443524429928
1023531.0218990258,-0.49529606749883281,-20.50762852581283,-17.113003196015217
1204503.5402587829,-0.50751069398272541,-20.798770829498203,-16.091113602134314
1417474.162926805,-0.52192870754038578,-21.062272088788912,-15.159497108739806
1668100.5372000574,-0.54669508290826918,-21.255181168034451,-14.40689685646964
1963040.6500402715,-0.58140846672136492,-21.379303142855942,-13.997056009250299
2310129.7000831584,-0.64003573675872272,-21.471572121557479,-13.970765873417548
2718588.2427329421,-0.72923094631879115,-21.51970634856746,-14.538972077089625
3199267.1377973831,-0.86332608147358447,-21.579380283310918,-16.039628790289825
3764935.8067924716,-1.0684196584699595,-21.769029222141395,-17.77271687773359
4430621.457583881,-1.3397277917134509,-22.134072899776594,-19.259407819245553
5214008.2879996821,-1.709778494973309,-22.637977594143646,-20.244689311245182
6135907.2734131757,-2.1570251564562777,-23.307808901740906,-20.819926816441139
7220809.0183854625,-2.6777760727252824,-24.18361497709137,-20.045306952692769
8497534.3590864502,-3.2905613692659457,-25.433461534736782,-17.078691298138253
10000000,-4.004900811500633,-26.781945819479553,-12.657918687365139
